Species.Original.Name;TaxonomicStatus;UpdatedPlantFamily;UpdatedPlantGenus;UpdatedPlantEphitet;UpdatedPlantSpecies;Frugivore.Genus;Frugivore.Species;Seed.width.mm.;Wood.density.g.cm3;Wood.density.level;Seed.weigh.g;Tree.size.max.m;nwd;nsw;nts;Full.Citation
Protium heptaphyllum ;Accepted;Burseraceae;Protium;heptaphyllum;Protium heptaphyllum;Brachyteles;Brachyteles arachnoides;3,7;0,625;Species;0,11;NA;21;7;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Protium heptaphyllum ;Accepted;Burseraceae;Protium;heptaphyllum;Protium heptaphyllum;Tapirus;Tapirus terrestris;3,7;0,625;Species;0,11;NA;21;7;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia involucrata;Accepted;Myrtaceae;Eugenia;involucrata;Eugenia involucrata;Brachyteles;Brachyteles arachnoides;9;NA;;0,10904889;NA;NA;9;3;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Sloanea monosperma;Accepted;Elaeocarpaceae;Sloanea;monosperma;Sloanea monosperma;Brachyteles;Brachyteles arachnoides;NA;0,88;Species;0,1;NA;2;8;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Sloanea monosperma;Accepted;Elaeocarpaceae;Sloanea;monosperma;Sloanea monosperma;Brachyteles;Brachyteles arachnoides;NA;0,88;Species;0,1;NA;2;8;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Sideroxylon obtusifolium;Accepted;Sapotaceae;Sideroxylon;obtusifolium;Sideroxylon obtusifolium;Brachyteles;Brachyteles arachnoides;1,3;0,77;Species;0,09123;NA;8;6;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Parkia pendula;Accepted;Leguminosae;Parkia;pendula;Parkia pendula;Tapirus;Tapirus terrestris;NA;0,516028381;Species;0,08;NA;35;8;NA;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Ocotea corymbosa;Accepted;Lauraceae;Ocotea;corymbosa;Ocotea corymbosa;Brachyteles;Brachyteles arachnoides;40;NA;;0,06903;NA;NA;1;2;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Karwinskia calderonii;Accepted;Rhamnaceae;Karwinskia;calderonii;Karwinskia calderonii;Tapirus;Tapirus bairdii;NA;0,80578343;Species;0,063875;NA;1;8;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Caesalpinia coriaria;Accepted;Leguminosae;Caesalpinia;coriaria;Caesalpinia coriaria;Tapirus;Tapirus bairdii;NA;1,137142857;Species;0,056989091;NA;7;11;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Ardisia revoluta;Accepted;Primulaceae;Ardisia;revoluta;Ardisia revoluta;Tapirus;Tapirus bairdii;NA;0,69223065;Species;0,05399;NA;1;8;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Crescentia alata;Accepted;Bignoniaceae;Crescentia;alata;Crescentia alata;Tapirus;Tapirus bairdii;NA;0,63171209;Species;0,051571429;NA;2;7;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Senna alata;Accepted;Leguminosae;Senna;alata;Senna alata;Tapirus;Tapirus terrestris;NA;NA;;0,0429;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Senna alata;Accepted;Leguminosae;Senna;alata;Senna alata;Tapirus;Tapirus terrestris;NA;NA;;0,0429;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Bauhinia ungulata;Accepted;Leguminosae;Bauhinia;ungulata;Bauhinia ungulata;Tapirus;Tapirus bairdii;NA;0,79115067;Species;0,040865714;NA;1;7;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Acacia cochliacantha;Synonym;Leguminosae;Acacia;cochliacantha;Acacia cochliacantha;Tapirus;Tapirus bairdii;NA;0,94;Species;0,035625714;NA;1;7;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Astronium fraxinifolium;Accepted;Anacardiaceae;Astronium;fraxinifolium;Astronium fraxinifolium;Tapirus;Tapirus terrestris;NA;0,742;Species;0,0317;NA;5;6;3;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Astronium fraxinifolium;Accepted;Anacardiaceae;Astronium;fraxinifolium;Astronium fraxinifolium;Tapirus;Tapirus terrestris;NA;0,742;Species;0,0317;NA;5;6;3;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Bromelia pinguin;Accepted;Bromeliaceae;Bromelia;pinguin;Bromelia pinguin;Tapirus;Tapirus bairdii;NA;NA;;0,0313;NA;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Senna candolleana;Synonym;Leguminosae;Senna;candolleana;Senna candolleana;Tapirus;Tapirus bairdii;NA;NA;;0,0286;NA;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Zanthoxylum caribaeum;Synonym;Rutaceae;Zanthoxylum;caribaeum;Zanthoxylum caribaeum;Tapirus;Tapirus terrestris;NA;0,69;Species;0,02156;NA;3;7;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Zanthoxylum caribaeum;Accepted;Rutaceae;Zanthoxylum;caribaeum;Zanthoxylum caribaeum;Tapirus;Tapirus terrestris;NA;0,69;Species;0,02156;NA;3;7;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Zanthoxylum caribaeum;Synonym;Rutaceae;Zanthoxylum;caribaeum;Zanthoxylum caribaeum;Tapirus;Tapirus terrestris;NA;0,69;Species;0,02156;NA;3;7;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Hieronyma oblonga;Accepted;Phyllanthaceae;Hieronyma;oblonga;Hieronyma oblonga;Brachyteles;Brachyteles hypoxanthus;NA;0,558705296;Species;0,01995;NA;6;2;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Hieronyma oblonga;Accepted;Phyllanthaceae;Hieronyma;oblonga;Hieronyma oblonga;Brachyteles;Brachyteles hypoxanthus;NA;0,5566667;Species;0,01995;NA;6;2;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Cedrela odorata;Accepted;Meliaceae;Cedrela;odorata;Cedrela odorata;Ateles;Ateles spp.;NA;0,3310784;Species;0,01980906;NA;102;32;130;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Hieronyma alchorneioides;Accepted;Phyllanthaceae;Hieronyma;alchorneoides;Hieronyma alchorneoides;Brachyteles;Brachyteles arachnoides;NA;0,6312245;Species;0,011;NA;49;5;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Hieronyma alchorneoides;Accepted;Phyllanthaceae;Hieronyma;alchorneoides;Hieronyma alchorneoides;Tapirus;Tapirus terrestris;NA;0,6312245;Species;0,011;NA;49;5;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Doliocarpus dentatus;Accepted;Dilleniaceae;Doliocarpus;dentatus;Doliocarpus dentatus;Ateles;Ateles belzebuth;NA;0,445;Species;0,01044;NA;2;1;NA;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Psychotria poeppigiana;Accepted;Rubiaceae;Psychotria;poeppigiana;Psychotria poeppigiana;Tapirus;Tapirus terrestris;NA;0,500335048;Species;0,009;NA;2;7;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Hieronyma alchorneoides;Accepted;Phyllanthaceae;Hieronyma;alchorneoides;Hieronyma alchorneoides;Brachyteles;Brachyteles arachnoides;NA;0,631184979;Species;0,0073144;NA;49;5;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Solanum pseudocapsicum;Synonym;Solanaceae;Solanum;pseudocapsicum;Solanum pseudocapsicum;Tapirus;Tapirus terrestris;NA;NA;;0,003;NA;NA;NA;NA;Chalukian, S. C., de BUSTOS, M. S., & LIZÁRRAGA, R. L. (2013). Diet of lowland tapir (Tapirus terrestris) in El Rey National Park, Salta, Argentina. Integrative Zoology, 8(1), 48-56.
Mimosa adenocarpa;Accepted;Leguminosae;Mimosa;adenocarpa;Mimosa adenocarpa;Tapirus;Tapirus terrestris;NA;NA;;0,00262;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Mimosa adenocarpa;Accepted;Leguminosae;Mimosa;adenocarpa;Mimosa adenocarpa;Tapirus;Tapirus terrestris;NA;NA;;0,00262;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Solanum viarum;Accepted;Solanaceae;Solanum;viarum;Solanum viarum;Tapirus;Tapirus terrestris;NA;NA;;0,00251;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Setaria verticillata;Accepted;Poaceae;Setaria;verticillata;Setaria verticillata;Tapirus;Tapirus terrestris;NA;NA;;0,0013;NA;NA;NA;NA;Chalukian, S. C., de BUSTOS, M. S., & LIZÁRRAGA, R. L. (2013). Diet of lowland tapir (Tapirus terrestris) in El Rey National Park, Salta, Argentina. Integrative Zoology, 8(1), 48-56.
Paspalum conjugatum;Accepted;Poaceae;Paspalum;conjugatum;Paspalum conjugatum;Tapirus;Tapirus terrestris;NA;NA;;0,001;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Turnera ulmifolia;Accepted;Passifloraceae;Turnera;ulmifolia;Turnera ulmifolia;Tapirus;Tapirus terrestris;NA;NA;;0,001;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Fimbristylis dichotoma;Accepted;Cyperaceae;Fimbristylis;dichotoma;Fimbristylis dichotoma;Tapirus;Tapirus terrestris;NA;NA;;4,00E-04;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Bellucia grossularioides;Accepted;Melastomataceae;Bellucia;grossularioides;Bellucia grossularioides;Tapirus;Tapirus terrestris;NA;0,602222222;Species;0,000187721;NA;9;12;1;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Bellucia grossularioides;Accepted;Melastomataceae;Bellucia;grossularioides;Bellucia grossularioides;Tapirus;Tapirus terrestris;NA;0,602222222;Species;0,000187721;NA;9;12;1;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Cyperus distans;Accepted;Cyperaceae;Cyperus;distans;Cyperus distans;Tapirus;Tapirus terrestris;NA;NA;;0,00012;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Steinchisma laxum;Synonym;Poaceae;Steinchisma;laxum;Steinchisma laxum;Tapirus;Tapirus terrestris;NA;NA;;1,00E-04;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Steinchisma laxum;Synonym;Poaceae;Steinchisma;laxum;Steinchisma laxum;Tapirus;Tapirus terrestris;NA;NA;;1,00E-04;NA;NA;NA;NA;Chalukian, S. C., de BUSTOS, M. S., & LIZÁRRAGA, R. L. (2013). Diet of lowland tapir (Tapirus terrestris) in El Rey National Park, Salta, Argentina. Integrative Zoology, 8(1), 48-56.
Psychotria nervosa;Accepted;Rubiaceae;Psychotria;nervosa;Psychotria nervosa;Tapirus;Tapirus bairdii;NA;0,672947567;Species;NA;49;2;NA;1;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Hymenaea courbaril altissima;Accepted;Leguminosae;Hymenaea;courbaril;Hymenaea courbaril;Brachyteles;Brachyteles arachnoides;NA;0,753360577;Species;3,874753265;88;64;23;5;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Hymenaea courbaril;Accepted;Leguminosae;Hymenaea;courbaril;Hymenaea courbaril;Brachyteles;Brachyteles arachnoides;NA;0,753360577;Species;3,874753265;88;64;23;5;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Virola surimensis;Typo;Myristicaceae;Virola;surinamensis;Virola surinamensis;Ateles;Ateles belzebuth;NA;0,4422727;Species;2,75;80;44;17;3;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Carapa procera;Accepted;Meliaceae;Carapa;procera;Carapa procera;Ateles;Ateles spp.;NA;0,5588372;Species;18,4;77;43;19;47;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Ceiba pentandra;Accepted;Malvaceae;Ceiba;pentandra;Ceiba pentandra;Tapirus;Tapirus terrestris;NA;0,304786459;Species;0,056754848;65;95;33;22;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Cedrelinga cateniformis;Accepted;Leguminosae;Cedrelinga;cateniformis;Cedrelinga cateniformis;Ateles;Ateles spp.;NA;0,3617204;Species;NA;60;93;NA;106;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Hymeea courbaril;Typo;Leguminosae;Hymenaea;courbaril;Hymenaea courbaril;Ateles;Ateles geoffroyi;NA;0,7432308;Species;4,9;60;65;23;4;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Hymeea courbaril;Typo;Leguminosae;Hymenaea;courbaril;Hymenaea courbaril;Brachyteles;Brachyteles arachnoides;NA;0,7432308;Species;4,9;60;65;23;4;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Hymeea courbaril;Typo;Leguminosae;Hymenaea;courbaril;Hymenaea courbaril;Tapirus;Tapirus terrestris;NA;0,7432308;Species;4,9;60;65;23;4;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Hymeea courbaril;Typo;Leguminosae;Hymenaea;courbarilÂ ;Hymenaea courbarilÂ ;Ateles;Ateles geoffroyi;NA;0,7432308;Species;4,9;60;65;23;4;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Hymeea courbaril;Typo;Leguminosae;Hymenaea;courbarilÂ ;Hymenaea courbarilÂ ;Brachyteles;Brachyteles arachnoides;NA;0,7432308;Species;4,9;60;65;23;4;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Hymeea courbaril;Typo;Leguminosae;Hymenaea;courbarilÂ ;Hymenaea courbarilÂ ;Tapirus;Tapirus terrestris;NA;0,7432308;Species;4,9;60;65;23;4;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Hymenaea courbaril;Accepted;Leguminosae;Hymenaea;courbaril;Hymenaea courbaril;Tapirus;Tapirus bairdii;NA;0,742708876;Species;4,050876818;60;65;22;5;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Hymenaea courbaril;Accepted;Leguminosae;Hymenaea;courbaril;Hymenaea courbaril;Tapirus;Tapirus terrestris;NA;0,742708876;Species;4,050876818;60;65;22;5;Tófoli, C. F. D. (2006). Frugivoria e dispersão de sementes por Tapirus terrestris (Linnaeus, 1758) na paisagem fragmentada do Pontal do Paranapanema, São Paulo (Doctoral dissertation, Universidade de São Paulo).
Bagassa guianensis;Accepted;Moraceae;Bagassa;guianensis;Bagassa guianensis;Ateles;Ateles paniscus;NA;0,7077273;Species;0,0025;60;22;NA;5;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Bagassa guianensis;Accepted;Moraceae;Bagassa;guianensis;Bagassa guianensis;Tapirus;Tapirus terrestris;NA;0,707509091;Species;0,0025;60;22;NA;5;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Bagassa guianensis;Accepted;Moraceae;Bagassa;guianensis;Bagassa guianensis;Tapirus;Tapirus terrestris;NA;0,707509091;Species;0,0025;60;22;NA;5;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Dipteryx pamensis;Synonym;Leguminosae;Dipteryx;oleifera;Dipteryx oleifera;Ateles;Ateles geoffroyi;NA;0,78;Species;10,3;50;17;9;39;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Dipteryx pamensis;Synonym;Leguminosae;Dipteryx;oleifera;Dipteryx oleifera;Ateles;Ateles spp.;NA;0,78;Species;10,3;50;17;9;39;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Manilkara huberi;Accepted;Sapotaceae;Manilkara;huberi;Manilkara huberi;Ateles;Ateles paniscus;NA;0,9268;Species;0,357;50;25;NA;5;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Cecropia obtusa;Accepted;Urticaceae;Cecropia;obtusa;Cecropia obtusa;Tapirus;Tapirus terrestris;NA;0,31;Species;0,000112907;50;4;12;7;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Celtis iguanaea;Accepted;Cannabaceae;Celtis;iguanaea;Celtis iguanaea;Brachyteles;Brachyteles arachnoides;NA;0,64158914;Species;0,082169231;48,768;7;13;2;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Licania kunthiana;Accepted;Chrysobalanaceae;Licania;kunthiana;Licania kunthiana;Brachyteles;Brachyteles hypoxanthus;NA;0,88;Species;NA;45;2;NA;2;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Manilkara bidentata;Accepted;Sapotaceae;Manilkara;bidentata;Manilkara bidentata;Ateles;Ateles paniscus;NA;0,86275;Species;1,8;45;40;11;31;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Manilkara bidentata;Accepted;Sapotaceae;Manilkara;bidentata;Manilkara bidentata;Tapirus;Tapirus terrestris;NA;0,862850288;Species;1,286931818;45;40;11;31;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Manilkara bidentata;Accepted;Sapotaceae;Manilkara;bidentata;Manilkara bidentata;Tapirus;Tapirus terrestris;NA;0,862850288;Species;1,286931818;45;40;11;31;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Albizia saman;Synonym;Leguminosae;Albizia;saman;Albizia saman;Tapirus;Tapirus bairdii;NA;0,502700845;Species;0,175494444;44,8;22;27;3;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
