Species.Original.Name;TaxonomicStatus;UpdatedPlantFamily;UpdatedPlantGenus;UpdatedPlantEphitet;UpdatedPlantSpecies;Frugivore.Genus;Frugivore.Species;Seed.width.mm.;Wood.density.g.cm3;Wood.density.level;Seed.weigh.g;Tree.size.max.m;nwd;nsw;nts;Full.Citation
Solanum sp.;Genus-level;Solanaceae;Solanum;sp.;Solanum sp.;Brachyteles;Brachyteles arachnoides;14;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Solanum swartzianum;Accepted;Solanaceae;Solanum;swartzianum;Solanum swartzianum;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;9;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Solanum swartzianum;Accepted;Solanaceae;Solanum;swartzianum;Solanum swartzianum;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Solanum swartzianum;Accepted;Solanaceae;Solanum;swartzianum;Solanum swartzianum;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Solanum viarum;Accepted;Solanaceae;Solanum;viarum;Solanum viarum;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Souroubea vicola;Typo;Marcgraviaceae;Souroubea;vallicola;Souroubea vallicola;Ateles;Ateles geoffroyi;NA;NA;;NA;NA;NA;NA;NA;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Spermacoce alata;Synonym;Rubiaceae;Spermacoce;alata;Spermacoce alata;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Spermacoce ocymifolia;Accepted;Rubiaceae;Spermacoce;ocymifolia;Spermacoce ocymifolia;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Spondias sp. ;Genus-level;Anacardiaceae;Spondias;sp.;Spondias sp.;Tapirus;Tapirus terrestris;9;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Spondias macrocarpa;Synonym;Anacardiaceae;Spondias;macrocarpa;Spondias purpurea;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Seibert, J. B. (2015). Padrão de frugivoria de Tapirus terrestris na Mata Atlântica do norte do Espírito Santo, Brasil (Doctoral dissertation, Dissertação de mestrado em Biologia Animal. Universidade Federal do Espírito Santo, Espírito Santo, Brasil).
Steirachne diandra;Accepted;Poaceae;Steirachne;diandra;Steirachne diandra;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Sttychnos guianensis;Accepted;Loganiaceae;Strychnos;guianensis;Strychnos guianensis;Ateles;Ateles paniscus;NA;NA;;NA;NA;NA;NA;NA;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Strychnos sp. ;Genus-level;Loganiaceae;Strychnos;sp.;Strychnos sp.;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Strychnos trinervis;Accepted;Loganiaceae;Strychnos;trinervis;Strychnos trinervis;Brachyteles;Brachyteles arachnoides;6;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Strychnos triplinervia;Synonym;Loganiaceae;Strychnos;trinervis;Strychnos trinervis;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Strychnos trinervis;Accepted;Loganiaceae;Strychnos;trinervis;Strychnos trinervis;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Swartzia acutifolia;Accepted;Leguminosae;Swartzia;acutifolia;Swartzia acutifolia;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Seibert, J. B. (2015). Padrão de frugivoria de Tapirus terrestris na Mata Atlântica do norte do Espírito Santo, Brasil (Doctoral dissertation, Dissertação de mestrado em Biologia Animal. Universidade Federal do Espírito Santo, Espírito Santo, Brasil).
Swartzia sp.;Genus-level;Leguminosae;Swartzia;sp.;Swartzia sp.;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Swartzia sp. ;Genus-level;Leguminosae;Swartzia;sp.;Swartzia sp.;Tapirus;Tapirus terrestris;1;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Syagrus oleracea ;Accepted;Arecaceae;Syagrus;oleracea;Syagrus oleracea;Tapirus;Tapirus terrestris;3;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Symplocos celastri;Typo;Symplocaceae;Symplocos;celastrinea;Symplocos celastrinea;Brachyteles;Brachyteles arachnoides;1,8;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Symplocos celastrinea;Accepted;Symplocaceae;Symplocos;celastrinea;Symplocos celastrinea;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Symplocos sp.;Genus-level;Symplocaceae;Symplocos;sp.;Symplocos sp.;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;7;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Tetrastylidium grandifolium;Accepted;Olacaceae;Tetrastylidium;grandifolium;Tetrastylidium grandifolium;Brachyteles;Brachyteles hypoxanthus;1;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Tetrastylidium grandifolium;Accepted;Olacaceae;Tetrastylidium;grandifolium;Tetrastylidium grandifolium;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Tococa bullifera;Accepted;Melastomataceae;Tococa;bullifera;Tococa bullifera;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Tocoyena formosa;Accepted;Rubiaceae;Tocoyena;formosa;Tocoyena formosa;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Tocoyena formosa;Accepted;Rubiaceae;Tocoyena;formosa;Tocoyena formosa;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Tovomitopsis sp.;Genus-level;Clusiaceae;Tovomitopsis;sp.;Tovomitopsis sp.;Brachyteles;Brachyteles arachnoides;12;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Urbanodendron verrucosum;Accepted;Lauraceae;Urbanodendron;verrucosum;Urbanodendron verrucosum;Brachyteles;Brachyteles hypoxanthus;12;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Urbanodendron verrucosum;Accepted;Lauraceae;Urbanodendron;verrucosum;Urbanodendron verrucosum;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Vaccinium consanguineum;Accepted;Ericaceae;Vaccinium;consanguineum;Vaccinium consanguineum;Tapirus;Tapirus bairdii;NA;NA;;NA;NA;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Vernonia breviramosa;Accepted;Compositae;Vernonia;breviramosa;Vernonia breviramosa;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Xyris jupicai;Accepted;Xyridaceae;Xyris;jupicai;Xyris jupicai;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Zanthoxylum sp.;Genus-level;Rutaceae;Zanthoxylum;sp.;Zanthoxylum sp.;Tapirus;Tapirus terrestris;7,7;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ziziphus guatemalensis;Accepted;Rhamnaceae;Ziziphus;guatemalensis;Ziziphus guatemalensis;Tapirus;Tapirus bairdii;NA;NA;;NA;NA;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Zollernia ilicifolia;Accepted;Leguminosae;Zollernia;ilicifolia;Zollernia ilicifolia;Brachyteles;Brachyteles arachnoides;7,7;1,05;Species;NA;NA;2;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Zollernia ilicifolia;Accepted;Leguminosae;Zollernia;ilicifolia;Zollernia ilicifolia;Brachyteles;Brachyteles arachnoides;NA;1,05;Species;NA;NA;2;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Eugenia ligustrina;Accepted;Myrtaceae;Eugenia;ligustrina;Eugenia ligustrina;Brachyteles;Brachyteles arachnoides;NA;0,981;Species;NA;NA;2;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Eugenia ligustri;Accepted;Myrtaceae;Eugenia;ligustrina;Eugenia ligustrina;Brachyteles;Brachyteles arachnoides;9;0,98;Species;NA;NA;2;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Prunus sellowii;Synonym;Rosaceae;Prunus;myrtifolia;Prunus myrtifolia;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;2;0,92;Species;NA;NA;2;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Quercus oleoides;Accepted;Fagaceae;Quercus;oleoides;Quercus oleoides;Tapirus;Tapirus bairdii;NA;0,840001703;Species;NA;NA;3;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Hymenaea stigonocarpa;Accepted;Leguminosae;Hymenaea;stigonocarpa;Hymenaea stigonocarpa;Tapirus;Tapirus terrestris;NA;0,84;Species;NA;NA;3;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Hymenaea stigonocarpa;Accepted;Leguminosae;Hymenaea;stigonocarpa;Hymenaea stigonocarpa;Tapirus;Tapirus terrestris;NA;0,84;Species;NA;NA;3;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Mouriri collocarpa;Accepted;Melastomataceae;Mouriri;collocarpa;Mouriri collocarpa;Tapirus;Tapirus terrestris;NA;0,833333333;Species;NA;NA;6;NA;NA;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Mouriri collocarpa;Accepted;Melastomataceae;Mouriri;collocarpa;Mouriri collocarpa;Tapirus;Tapirus terrestris;NA;0,833333333;Species;NA;NA;6;NA;NA;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Acacia aroma;Accepted;Leguminosae;Acacia;aroma;Acacia aroma;Tapirus;Tapirus terrestris;NA;0,8084;Species;NA;NA;2;NA;NA;Chalukian, S. C., de BUSTOS, M. S., & LIZÁRRAGA, R. L. (2013). Diet of lowland tapir (Tapirus terrestris) in El Rey National Park, Salta, Argentina. Integrative Zoology, 8(1), 48-56.
Copernicia alba;Accepted;Arecaceae;Copernicia;alba;Copernicia alba;Tapirus;Tapirus terrestris;NA;0,7912;Species;NA;NA;2;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Copernicia alba;Accepted;Arecaceae;Copernicia;alba;Copernicia alba;Tapirus;Tapirus terrestris;NA;0,7912;Species;NA;NA;2;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Maytenus alanternoides;Accepted;Celastraceae;Maytenus;alaternoides;Monteverdia gonoclada;Brachyteles;Brachyteles arachnoides;8,4;0,75;Species;NA;NA;2;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Miconia cuspidata;Accepted;Melastomataceae;Miconia;cuspidata;Miconia cuspidata;Tapirus;Tapirus terrestris;NA;0,74;Species;NA;NA;1;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Prunus brasiliensis;Accepted;Rosaceae;Prunus;brasiliensis;Prunus brasiliensis;Brachyteles;Brachyteles arachnoides;2;0,74;Species;NA;NA;2;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Prunus brasiliensis;Accepted;Rosaceae;Prunus;brasiliensis;Prunus brasiliensis;Brachyteles;Brachyteles arachnoides;NA;0,738;Species;NA;NA;2;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Posoqueria acutifolia;Accepted;Rubiaceae;Posoqueria;acutifolia;Posoqueria acutifolia;Brachyteles;Brachyteles arachnoides;4;0,7;Species;NA;NA;2;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Myrtaceae;Family-level;Myrtaceae;NA;NA;NA;Brachyteles;Brachyteles arachnoides;NA;0,68;Species;NA;NA;1;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ormosia paraensis;Accepted;Leguminosae;Ormosia;paraensis;Ormosia paraensis;Ateles;Ateles spp.;NA;0,666;Species;NA;NA;15;NA;NA;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Couma utilis;Accepted;Apocynaceae;Couma;utilis;Couma utilis;Tapirus;Tapirus terrestris;NA;0,66;Species;NA;NA;2;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
